scope,controller,condition,contrast,metric,n_scene_blocks,n_available,n_missing_or_censored,mean,sample_sd,median,minimum,maximum,bootstrap_mean_ci95_lower,bootstrap_mean_ci95_upper,inference_label
paired_effect,,,true_threat__dream_minus_ideam__low_level_p95_time_s,true_threat__dream_minus_ideam__low_level_p95_time_s,5,5,0,-0.0002774390000005232,0.0004075557564674094,-0.00018654000000193315,-0.0009401250000006024,5.242999999719453e-05,-0.0006266669999998165,5.279999988519469e-07,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__low_level_stale_plan_fallback_time_s,true_threat__dream_minus_ideam__low_level_stale_plan_fallback_time_s,5,5,0,-1.4200000000000002,0.6260990336999406,-1.2000000000000004,-2.499999999999999,-1.0000000000000002,-1.9799999999999998,-1.0400000000000003,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__low_level_wall_clock_effective_control_rate_hz,true_threat__dream_minus_ideam__low_level_wall_clock_effective_control_rate_hz,5,5,0,0.0008694088992960758,0.0009474108289448602,0.0012284593218208073,-0.0006402577173183488,0.0017938674709228053,8.840453820013749e-06,0.0015117051767848722,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__maximum_follower_hard_brake_time_s,true_threat__dream_minus_ideam__maximum_follower_hard_brake_time_s,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__maximum_follower_speed_loss_mps,true_threat__dream_minus_ideam__maximum_follower_speed_loss_mps,5,5,0,3.814852775008148e-07,8.529810609496866e-07,0.0,0.0,1.9073441848149741e-06,0.0,1.1444229514268046e-06,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__minimum_follower_peak_deceleration_mps2,true_threat__dream_minus_ideam__minimum_follower_peak_deceleration_mps2,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__minimum_hidden_oriented_box_clearance_m,true_threat__dream_minus_ideam__minimum_hidden_oriented_box_clearance_m,5,5,0,1.503398230765744,0.6808604850807647,1.4935078212819144,0.4901523985606363,2.394292027629835,0.9218992204076487,2.026782781167777,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__minimum_hidden_ttc_2d_s,true_threat__dream_minus_ideam__minimum_hidden_ttc_2d_s,5,5,0,0.9563687337644021,0.49619426324210886,1.0295326550524238,0.14698967655472006,1.4677100964551555,0.5352962833178391,1.2924391198940628,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__minimum_oriented_box_clearance_m,true_threat__dream_minus_ideam__minimum_oriented_box_clearance_m,5,5,0,0.9475495492686898,0.3917651817360935,1.0918308159023862,0.320580262515605,1.253499891550575,0.6076199501502151,1.2193572016891863,scene_block_bootstrap_ci
paired_effect,,,true_threat__dream_minus_ideam__minimum_ttc_2d_s,true_threat__dream_minus_ideam__minimum_ttc_2d_s,5,5,0,0.9563687337644021,0.49619426324210886,1.0295326550524238,0.14698967655472006,1.4677100964551555,0.5157160540847743,1.2924391198940628,scene_block_bootstrap_ci
