frame,time_s,condition,controller,role,actor_id,blueprint,traffic_role,initial_lane_id,lane_name,lane_index,occupied_lane_indices,station_m,local_y_m,speed_mps,longitudinal_accel_mps2,leader_role,idm_gap_m,target_speed_mps,desired_speed_mps,time_headway_s
4014,0.05,true_threat,IDEAM,occluder,121,vehicle.carlamotors.firetruck,occluder,-5,centre,1,[1],190.04536074332722,-205.25489829785766,18.406783259441447,0.16578689439684205,lead_centre,111.4218829225324,18.391443734179003,18.168496,1.019807
4014,0.05,true_threat,IDEAM,lead_left,123,vehicle.audi.a2,leader,-4,left,0,[0],306.44502040761495,-201.7504830508335,22.885110212820134,2.932167164644225,,,22.765230212149614,25.388964,1.025168
4014,0.05,true_threat,IDEAM,lead_centre,124,vehicle.tesla.model3,leader,-5,centre,1,[1],308.08360433101575,-205.2496038327561,18.13415083092354,0.03990202103962262,,,18.150319229883657,19.353903,0.932058
4014,0.05,true_threat,IDEAM,lead_right,125,vehicle.audi.a2,leader,-6,right,2,[2],313.4751188322874,-208.75069446076208,22.299679942963554,1.753311065634567,,,22.23140470115175,24.214186,1.180499
4014,0.05,true_threat,IDEAM,rear_centre,126,vehicle.nissan.patrol_2021,follower,-5,centre,1,[1],163.86744007523205,-205.25001943884467,18.07717040471127,0.6607818954253997,occluder,19.14374312736569,17.98957416089191,20.0,1.144071
4014,0.05,true_threat,IDEAM,follower_1,127,vehicle.tesla.model3,follower,-4,left,0,[0],142.87054792093437,-201.7502546323866,31.427354824347557,0.13275116953011673,ego,26.326744010702377,31.387461413064045,31.539545,0.850488
4014,0.05,true_threat,IDEAM,follower_2,128,vehicle.mercedes.coupe_2020,follower,-4,left,0,[0],102.82701049535854,-201.78979400785065,31.252056918595233,1.2603488246913315,follower_1,35.30097028260274,31.135380086483426,31.206399,1.031856
4014,0.05,true_threat,IDEAM,follower_3,129,vehicle.nissan.patrol_2021,follower,-4,left,0,[0],65.60931288530787,-201.7500460064214,31.65317352215981,1.9586946644483196,follower_2,32.117404286979394,31.454518788953838,30.370599,0.969922
4014,0.05,true_threat,IDEAM,follower_4,130,vehicle.tesla.model3,follower,-4,left,0,[0],33.497631783055056,-201.74958702273986,30.090677246945376,0.19725827653428876,follower_3,26.856384606736754,30.059985693236676,30.246639,0.855866
4015,0.1,true_threat,IDEAM,occluder,121,vehicle.carlamotors.firetruck,occluder,-5,centre,1,[1],190.9658930204332,-205.25488944292277,18.414569066490884,0.15571613692564737,lead_centre,111.40833311863335,18.399572111633137,18.168496,1.019807
4015,0.1,true_threat,IDEAM,lead_left,123,vehicle.audi.a2,leader,-4,left,0,[0],307.5971506028676,-201.75048674123573,23.125680292168813,4.811401586883785,,,22.910582862218995,25.388964,1.025168
4015,0.1,true_threat,IDEAM,lead_centre,124,vehicle.tesla.model3,leader,-5,centre,1,[1],308.99052578468616,-205.24964539739258,18.138959272590874,0.09616883523952624,,,18.152287500727713,19.353903,0.932058
4015,0.1,true_threat,IDEAM,lead_right,125,vehicle.audi.a2,leader,-6,right,2,[2],314.59795214903943,-208.7506928867227,22.541098784266545,4.828376827447287,,,22.318323392774587,24.214186,1.180499
4015,0.1,true_threat,IDEAM,rear_centre,126,vehicle.nissan.patrol_2021,follower,-5,centre,1,[1],164.77179803166757,-205.25000084283377,18.100136792694983,0.45932775950178223,occluder,19.160985558003,18.02108527907865,20.0,1.144071
4015,0.1,true_threat,IDEAM,follower_1,127,vehicle.tesla.model3,follower,-4,left,0,[0],144.44223381830096,-201.7502983008752,31.43768691423976,0.20664180283018854,ego,26.39080034099475,31.395843430473406,31.539545,0.850488
4015,0.1,true_threat,IDEAM,follower_2,128,vehicle.mercedes.coupe_2020,follower,-4,left,0,[0],104.39106604084624,-201.78703266200952,31.299999630397192,0.959100779558792,follower_1,35.31082825618803,31.195920609090983,31.206399,1.031856
4015,0.1,true_threat,IDEAM,follower_3,129,vehicle.nissan.patrol_2021,follower,-4,left,0,[0],67.19425866959818,-201.75008515142707,31.728031241024084,1.497154377869097,follower_2,32.09796379962586,31.54921473095943,30.370599,0.969922
4015,0.1,true_threat,IDEAM,follower_4,130,vehicle.tesla.model3,follower,-4,left,0,[0],35.00256045092533,-201.7495619120756,30.104385377230635,0.2741626091312868,follower_3,26.932876943088388,30.072157535062342,30.246639,0.855866
4016,0.15000000000000002,true_threat,IDEAM,occluder,121,vehicle.carlamotors.firetruck,occluder,-5,centre,1,[1],191.88685253840274,-205.2548651834488,18.421837982641534,0.14537831946618796,lead_centre,111.39472229519775,18.40721079862588,18.168496,1.019807
