frame,time_s,condition,controller,hidden_visible,hidden_lidar_hits,lidar_frame,lidar_time_s,lidar_is_new,semantic_lidar_reveal_armed,ego_station_m,ego_local_y_m,hidden_station_m,hidden_local_y_m,hidden_reference_y_m,hidden_lateral_error_m,hidden_commanded_ay_mps2,hidden_road_lateral_velocity_mps,hidden_observation_submitted,hidden_aware_plan,ego_speed_mps,ego_accel_mps2,ego_throttle,ego_brake,ego_steer,commanded_ackermann_steer_rad,target_speed_mps,steer_limit_rad,steering_envelope_active,shield_active,minimum_clearance_m,minimum_ttc_s,minimum_oriented_clearance_m,minimum_oriented_clearance_actor_role,minimum_ttc_2d_s,minimum_ttc_2d_actor_role,hidden_oriented_clearance_m,hidden_ttc_2d_s,plan_age_s,plan_source_frame,plan_status,plan_rejection_reason,new_plan,latest_plan_status,planner_total_s,planner_decision_s,planner_mpc_s,planner_field_s,low_level_updated,low_level_time_s,physics_control_cycle_time_s,physics_control_deadline_miss,occluder_station_m,ego_pass_clearance_ahead_occluder_m,hidden_pass_clearance_ahead_occluder_m,ego_target_lane_error_m,ego_centre_lane_overlap,hidden_centre_lane_overlap,concurrent_centre_lane_overlap,hidden_center_geometric_visible_now,hidden_center_los_blocked,hidden_footprint_fully_blocked,hidden_footprint_blocked_sample_count,hidden_footprint_sample_count,hidden_footprint_blocked_sample_fraction,hidden_center_in_range,hidden_center_in_horizontal_fov,hidden_center_geometric_range_m,hidden_center_geometric_bearing_rad,hidden_center_geometric_clear_streak,hidden_center_geometric_reveal_confirmed,occluder_speed_mps,occluder_accel_mps2,lead_left_speed_mps,lead_left_accel_mps2,lead_centre_speed_mps,lead_centre_accel_mps2,lead_right_speed_mps,lead_right_accel_mps2,rear_centre_speed_mps,rear_centre_accel_mps2,follower_1_speed_mps,follower_1_accel_mps2,follower_2_speed_mps,follower_2_accel_mps2,follower_3_speed_mps,follower_3_accel_mps2,follower_4_speed_mps,follower_4_accel_mps2
3930,0.05,true_threat,DREAM,0,0,3929,,0,0,174.10342885503826,-201.74872459180185,194.77668638643198,-208.7499732978541,-208.75,4.7251031901396345e-05,-0.0016326172070792427,0.000928010018111311,0,0,32.730667771265765,0.0,0.5773849487304688,0.0,-0.0019452826818451285,-0.0023766111116856337,32.66778806100857,0.006650721064230382,0,0,5.229035308211061,13.005126120009562,5.229046723426332,rear_centre,,,16.542618438213935,,0.05,3929,ok,accepted,1,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,1,0.001177399999999551,0.013047999999997728,0,190.04536074332722,-22.622143432325828,-2.0066077541883374,3.501275408198154,0,0,0,0,1,1,9,9,1.0,1,1,20.687706613378516,-0.3452955167146021,0,0,18.406783259441447,0.16578689439684205,22.885110212820134,2.932167164644225,18.13415083092354,0.03990202103962262,22.299679942963554,1.753311065634567,18.07717040471127,0.6607818954253997,31.427354824347557,0.13275116953011673,31.252056918595233,1.2603488246913315,31.65317352215981,1.9586946644483196,30.090677246945376,0.19725827653428876
3931,0.1,true_threat,DREAM,0,0,3930,0.05,1,0,175.74112412429733,-201.74831849570938,196.15952945367943,-208.7498830239888,-208.75,-2.670214590239084e-05,-0.0017819632143387695,0.000978111943120476,0,0,32.77446747020079,0.8759939787005067,0.571542501449585,0.0,-0.0019452826818451285,-0.0023766111116856337,32.66778806100857,0.006632957456937161,0,0,5.935084812720972,13.22001914992476,5.935187999684828,rear_centre,,,16.300652394827885,,0.1,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,0,0.001177399999999551,0.012480999999997522,0,190.9658930204332,-21.90498044017275,-1.5442969640468789,3.501681504290616,0,0,0,0,1,1,9,9,1.0,1,1,20.448315752545845,-0.34986767304338756,0,0,18.414569066490884,0.15571613692564737,23.125680292168813,4.811401586883785,18.138959272590874,0.09616883523952624,22.541098784266545,4.828376827447287,18.100136792694983,0.45932775950178223,31.43768691423976,0.20664180283018854,31.299999630397192,0.959100779558792,31.728031241024084,1.497154377869097,30.104385377230635,0.2741626091312868
3932,0.15000000000000002,true_threat,DREAM,0,0,3931,0.1,1,0,177.3804672229553,-201.7475608853069,197.54466134435847,-208.7498072281033,-208.75,-0.00011697601121340995,-0.0019106680193387306,0.0010094928946488904,0,0,32.796753795506504,0.44572650611428344,0.5679578185081482,0.0,-0.0020432963501662016,-0.0024963575415313244,32.36778949303114,0.006623946217733251,0,0,6.647872104581159,13.400823174111322,6.648165955627059,rear_centre,,,16.0598060514376,,0.15000000000000002,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,1,0.0011786999999969794,0.015656299999999845,0,191.88685253840274,-21.186596859484297,-1.080124591337352,3.5024391146930896,0,0,0,0,1,1,9,9,1.0,1,1,20.210096582683416,-0.35471110912815706,0,0,18.421837982641534,0.14537831946618796,23.31371817309876,3.760757618531419,18.14556633797933,0.13214130891409995,22.73226852373673,3.823394790696023,18.11357406728749,0.26874549165477785,31.448715183651306,0.2205653953660261,31.336689200851172,0.7339715086846011,31.78232010858176,1.085777351150734,30.118543643136263,0.2831653222369774
3933,0.2,true_threat,DREAM,0,0,3932,0.15000000000000002,1,0,179.01929138226984,-201.74639146460694,198.93131910864957,-208.74971565289079,-208.75,-0.00019277189670674488,-0.0020003048562104836,0.0010256040771361597,0,0,32.77478488699502,-0.4393781702296451,0.5694541335105896,0.0,-0.0020432963501662016,-0.0024963575415313244,32.36778949303114,0.006632828983773807,0,0,7.200196014073171,13.562733623266993,7.199452605715163,occluder,,,15.821446741026113,,0.2,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,0,0.0011786999999969794,0.010749199999999348,0,192.80814774971208,-20.4690679114791,-0.6147620383555932,3.503608535393056,0,0,0,0,1,1,9,9,1.0,1,1,19.97437833852004,-0.3597718178601911,0,0,18.428572843506366,0.13469721381723818,23.439523078989303,2.516098117718324,18.1531690299734,0.15205383985360332,22.862313459338864,2.6008987131327754,18.116957707720406,0.06767280848994818,31.456861446558058,0.16292526764119225,31.364712707694114,0.5605920775352914,31.818622674553072,0.7260513191048281,30.12945369333318,0.21820100816277563
3934,0.25,true_threat,DREAM,0,0,3933,0.2,1,0,180.65698620907085,-201.74468837151963,200.31889240543654,-208.74963902414308,-208.75,-0.0002843471092148775,-0.0020793009164724045,0.0010287906828336125,0,0,32.752686720500904,-0.44196332988235554,0.5964347720146179,0.0,-0.001811020658351481,-0.0022125791292637587,32.067799784378415,0.006641782050602291,0,0,6.494500531533843,13.637832851839406,6.493508775773647,occluder,,,15.585648380737888,,0.25,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,1,0.0011904999999998722,0.013533500000001197,0,193.7297481367849,-19.75297347175092,-0.14878912864145377,3.5053116284803707,0,0,0,0,1,1,9,9,1.0,1,1,19.741207117023055,-0.3650103468331367,0,0,18.43475457540316,0.1236346347383698,23.50281844615014,1.2659073431863654,18.161263811027034,0.16189562009772804,22.9300224243248,1.3541793006831304,18.111725855009418,-0.10463705429036844,31.458953781846436,0.04184671794356246,31.385633206225613,0.4184841261857397,31.839187703342375,0.4113005756187409,30.134058046166988,0.09208706038417497
3935,0.3,true_threat,DREAM,0,0,3934,0.25,1,1,182.29736636396424,-201.74234349318056,201.7068624307161,-208.74956226005528,-208.75,-0.0003609758569211863,-0.0021257214888661686,0.001020522668516233,0,0,32.84681016163856,1.8824688227530828,0.6085777282714844,0.0,-0.001811020658351481,-0.0022125791292637587,32.067799784378415,0.006603773276587079,0,0,5.789153426196584,13.464481584955632,5.787989400723502,occluder,,,15.3483835248038,,0.3,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,0,0.0011904999999998722,0.011633299999999736,0,194.65165369962125,-19.03449887969387,0.3172753338017458,3.507656506819444,0,0,0,0,1,1,9,9,1.0,1,1,19.50657357468164,-0.3704841314948855,0,0,18.440373640571845,0.1123813007703935,23.51238570686096,0.19134521419741102,18.16961226272587,0.1669690323774259,22.943461596792428,0.26878345021574546,18.09627442883541,-0.3090285234015472,31.452905551206754,-0.12096459840034346,31.40024917087386,0.2923573555966919,31.846082760603675,0.13790114571468462,30.13052564651728,-0.07064799010793757
3936,0.35000000000000003,true_threat,DREAM,0,0,3935,0.30000000000000004,1,1,183.94174407670613,-201.73928008798538,203.0947714156375,-208.74947025800088,-208.75,-0.0004377399447150765,-0.002153977301614222,0.0010021029699123114,0,0,32.91164346302879,1.296666027804605,0.5047784447669983,0.0,-0.0013181234244257212,-0.001610391540452838,31.767823244805253,0.006577781845519443,0,0,5.084022490019243,13.278609814418656,5.082832350747404,occluder,,,15.108059616648319,,0.35000000000000003,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,1,0.001180800000000204,0.017805000000002735,0,195.5738339258501,-18.31230139318083,0.7830040924943091,3.510719912014622,0,0,0,0,1,1,9,9,1.0,1,1,19.268866589256003,-0.3761850865938781,0,0,18.44541096624751,0.10074651143784284,23.481946328237044,-0.608787572480559,18.178187682229687,0.17150838859892906,22.915930918186206,-0.5506135711327156,18.07471567310638,-0.431175114271573,31.43809114676712,-0.29628807369316024,31.40883100717092,0.1716508072622081,31.8410320896585,-0.10101341719003637,30.11849219066389,-0.24066911515498826
3937,0.4,true_threat,DREAM,0,0,3936,0.35000000000000003,1,1,185.58847138255746,-201.7354529417516,204.48213108939004,-208.74939370212863,-208.75,-0.0005297419991165953,-0.0021778886270396387,0.000974497237636868,0,0,32.9477626177076,0.7223830935762976,0.42585015296936035,0.0,-0.0013181234244257212,-0.001610391540452838,31.767823244805253,0.006563368310395558,0,0,4.382615222175338,13.100795476578934,4.381622790227708,occluder,,,14.865853361601271,,0.4,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,0,0.001180800000000204,0.010145800000000094,0,196.49625828227897,-17.58799844375838,1.247939409817974,3.514547058248411,0,0,0,0,1,1,9,9,1.0,1,1,19.02923061829649,-0.3820800470635717,0,0,18.449845570520296,0.08869208406056134,23.426310872633323,-1.1127091120739951,18.187079725104716,0.17784085742592343,22.862113160651695,-1.0763551497576098,18.0415678673782,-0.6629561140228604,31.41525252756768,-0.4567723689176047,31.411384275688047,0.051067169684847875,31.8254318702169,-0.3120043854158775,30.098917073401008,-0.3915023446155121
3938,0.45,true_threat,DREAM,0,0,3937,0.4,1,1,187.2362054977481,-201.73083199497708,205.86848367791765,-208.74930223102388,-208.75,-0.0006062978713714529,-0.002174623874584564,0.0009386586541596676,0,0,32.96057582971935,0.25626424023499794,0.36747321486473083,0.0,-0.000630564521998167,-0.0007703799055889249,31.46785907477378,0.0065582665141162904,0,0,3.6895408240519108,12.939694660609018,3.6890886279606345,occluder,,,14.622652200742209,,0.45,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,1,0.0011640000000028294,0.015347899999998305,0,197.41886574937132,-16.862871795660084,1.7116845312532405,3.5191680050229195,0,0,0,0,1,1,9,9,1.0,1,1,18.788512430036672,-0.38811344749740895,0,0,18.45366410184139,0.07637062574054813,23.35758909732497,-1.3744355061601377,18.19641236624868,0.1866528241548045,22.794169578128262,-1.3588716493325563,18.00676257572704,-0.6961058322335938,31.386066253771116,-0.5837254619186899,31.40778508197077,-0.0719836767884134,31.800390271415143,-0.5008319702591434,30.0735855737157,-0.5066299938266496
3939,0.5,true_threat,DREAM,0,0,3938,0.45,1,1,188.8839698494241,-201.72538706323036,207.25346298071494,-208.7492264871923,-208.75,-0.00069776897612428,-0.00217031199854327,0.00089560934313547,0,0,32.95508872589198,-0.10974207654740553,0.322441428899765,0.0,-0.000630564521998167,-0.0007703799055889249,31.46785907477378,0.0065604505684825854,0,0,3.01206494668319,12.799543404163039,3.0126778084171875,occluder,,,14.379103536989012,,0.5,3929,ok,accepted,0,ok,0.4360558,0.0008002999820746481,0.39289540000027046,0.041510900016874075,0,0.0011640000000028294,0.01417730000000006,0,198.3416563219218,-16.137898016534564,2.173873261500063,3.5246129367696426,0,0,0,0,1,1,9,9,1.0,1,1,18.54733742717294,-0.3942714255842716,0,0,18.456855116824357,0.06382029965901183,23.284646359330818,-1.4588547598729038,18.206271437972934,0.19718143652423517,22.72110095007849,-1.461372559818794,17.958170969260554,-0.9718321281401484,31.35268190769798,-0.6676869092680098,31.39793646126323,-0.1969646829235692,31.76675224960484,-0.6727604278790175,30.0446301065334,-0.5791093440328907
